cve_id,component,severity,cvss_vector,year,version_rule,ref_count,summary
CVE-2026-41408,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,2026,"version < ""2026.3.31""",3,OpenClaw 2026.3.31 之前版本存在媒体下载资源耗尽漏洞
CVE-2026-41908,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,2026,"version < ""2026.4.20""",3,OpenClaw 2026.4.20 以下版本 assistant-media 路由存在 scope 强制执行绕过漏洞
CVE-2026-41909,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,2026,"version < ""2026.4.20""",3,OpenClaw 2026.4.20 之前版本存在配对设备管理的越权漏洞
CVE-2026-41910,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,2026,"version < ""2026.4.8""",3,OpenClaw 2026.4.8 之前版本存在跨频道白名单越权写入漏洞
CVE-2026-41911,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,2026,"version < ""2026.4.8""",0,OpenClaw 2026.4.8 之前版本在 docx 上传处理中存在文件系统策略绕过漏洞。
CVE-2026-41912,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:L/A:N,2026,"version < ""2026.4.8""",3,OpenClaw 2026.4.8 之前版本存在交互触发导航的 SSRF 策略绕过漏洞
CVE-2026-41914,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,2026,"version < ""2026.4.8""",3,OpenClaw QQ Bot 媒体下载路径存在服务端请求伪造漏洞（2026.4.8 版本前）
CVE-2026-41915,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:U/C:L/I:H/A:N,2026,"version < ""2026.4.8""",3,OpenClaw 2026.4.8 之前版本存在 Git 环境变量注入漏洞
CVE-2026-41916,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,2026,"version < ""2026.4.8""",3,OpenClaw 2026.4.8 之前版本存在认证状态管理漏洞
CVE-2026-42420,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:N/A:L,2026,"version < ""2026.4.8""",3,OpenClaw 2026.4.8 之前版本存在 base64 解码大小校验不当导致的拒绝服务漏洞
CVE-2026-42421,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,2026,"version < ""2026.4.8""",3,OpenClaw 2026.4.8 之前版本存在会话管理漏洞
CVE-2026-42422,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.8""",3,OpenClaw 2026.4.8 之前版本存在设备令牌轮换角色绕过漏洞
CVE-2026-42423,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.8""",0,OpenClaw 2026.4.8 之前版本存在审批超时回退机制，可绕过 strictInlineEval 显式审批要求
CVE-2026-42424,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:N/A:N,2026,"version < ""2026.4.8""",3,OpenClaw 2026.4.8 之前版本存在跨通道本地文件泄露漏洞（通过可信共享回复 MEDIA 路径）。
CVE-2026-42426,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.8""",3,OpenClaw 2026.4.8 之前版本 node.pair.approve 存在不当授权漏洞（CWE-863）
CVE-2026-42428,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.8""",3,OpenClaw 2026.4.8 之前版本插件包下载缺少完整性验证（CWE-353）
CVE-2026-42429,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:N,2026,"version < ""2026.4.8""",3,OpenClaw 2026.4.8 之前版本 gateway 插件 HTTP 认证机制存在权限提升漏洞
CVE-2026-42431,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,2026,"version < ""2026.4.8""",3,OpenClaw 2026.4.8 以下版本 - 通过 node.invoke(browser.proxy) 绕过持久化浏览器配置文件保护的安全漏洞
CVE-2026-42432,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.8""",3,OpenClaw 2026.4.8 之前版本存在权限提升漏洞
CVE-2026-42433,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,2026,"version < ""2026.4.10""",3,OpenClaw operator.write 消息工具路径授权绕过漏洞（2026.4.10 之前版本）
CVE-2026-42434,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version >= ""2026.4.5"" && version < ""2026.4.10""",3,OpenClaw 沙箱逃逸漏洞，允许受沙箱限制的 Agent 通过 host=node 参数覆盖 exec 路由
CVE-2026-42435,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version >= ""2026.2.22"" && version < ""2026.4.12""",3,OpenClaw Shell-Wrapper 检测绕过漏洞（环境变量赋值注入）(CVE-2026-42435)
CVE-2026-42436,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,2026,"version < ""2026.4.14""",3,OpenClaw 2026.4.14 之前版本 - 浏览器快照/截图路由访问控制缺陷导致 SSRF 绕过
CVE-2026-42437,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,2026,"version < ""2026.4.10""",3,OpenClaw 语音通话实时路径超大 WebSocket 帧拒绝服务漏洞（2026.4.10 之前版本）
CVE-2026-42438,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,2026,"version >= ""2026.4.9"" && version < ""2026.4.10""",3,OpenClaw 发件人策略绕过漏洞导致 host-media 附件读取未授权本地文件泄露
CVE-2026-42439,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,2026,"version < ""2026.4.10""",2,OpenClaw 浏览器标签页操作端点存在 SSRF 策略绕过漏洞
CVE-2026-43526,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:N,2026,"version < ""2026.4.12""",4,OpenClaw QQBot 回复媒体 URL 处理存在服务端请求伪造漏洞（2026.4.12 之前版本）
CVE-2026-43527,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,2026,"version < ""2026.4.14""",5,OpenClaw 2026.4.14 之前版本存在浏览器 SSRF 漏洞，默认允许私有网络导航
CVE-2026-43528,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,2026,"version < ""2026.4.14""",3,OpenClaw 2026.4.14 版本之前存在密钥脱敏绕过漏洞
CVE-2026-43530,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version >= ""2026.2.23"" && version < ""2026.4.12""",3,OpenClaw 2026.2.23 至 2026.4.12 之前版本存在 exec 审批绑定弱化漏洞，可通过 busybox/toybox applet 执行路径绕过
CVE-2026-43531,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.9""",3,OpenClaw 工作区 .env 文件环境变量注入漏洞（2026.4.9 之前版本）
CVE-2026-43532,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,2026,"version >= ""2026.4.7"" && version < ""2026.4.10""",3,OpenClaw 沙箱媒体规范化绕过漏洞（Discord 活动封面图像参数注入，版本 2026.4.7 - 2026.4.9）
CVE-2026-43533,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,2026,"version < ""2026.4.10""",3,OpenClaw 2026.4.10 之前版本存在任意文件读取漏洞
CVE-2026-43534,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,2026,"version < ""2026.4.10""",3,OpenClaw 2026.4.10 之前版本允许将不可信 hook 输入提升至受信 Agent 上下文
CVE-2026-43535,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:N,2026,"version < ""2026.4.14""",3,OpenClaw 2026.4.14 之前版本 - Collect 模式队列批处理中的授权上下文复用漏洞
CVE-2026-43566,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,2026,"version >= ""2026.4.7"" && version < ""2026.4.14""",3,OpenClaw 通过不受信任的 Webhook 唤醒事件实现权限提升（影响版本 2026.4.7 至 2026.4.14 之前）
CVE-2026-43567,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,2026,"version < ""2026.4.10""",3,OpenClaw 2026.4.10 之前版本存在路径遍历漏洞
CVE-2026-43568,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,2026,"version >= ""2026.4.5"" && version < ""2026.4.10""",3,OpenClaw 2026.4.5 至 2026.4.10 之前版本存在权限提升漏洞
CVE-2026-43569,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.9""",2,OpenClaw 未授信工作区插件自动启用导致身份验证绕过
CVE-2026-43570,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,2026,"version >= ""2026.3.22"" && version < ""2026.4.5""",4,OpenClaw 远程市场仓库路径处理中存在符号链接遍历漏洞（影响版本 2026.3.22 至 2026.4.5）
CVE-2026-43571,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.10""",3,OpenClaw 2026.4.10 之前版本存在插件信任绕过漏洞（CWE-829）
CVE-2026-43572,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,2026,"version >= ""2026.4.10"" && version < ""2026.4.14""",3,OpenClaw Microsoft Teams SSO 调用处理器缺少授权验证漏洞（版本 2026.4.10 - 2026.4.14）
CVE-2026-43573,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,2026,"version < ""2026.4.10""",3,OpenClaw 2026.4.10 之前版本存在 SSRF 策略绕过漏洞
CVE-2026-43574,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,2026,"version < ""2026.4.12""",3,OpenClaw 2026.4.12 之前版本存在不当授权漏洞
CVE-2026-43575,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2026,"version >= ""2026.2.21"" && version < ""2026.4.10""",3,OpenClaw 沙箱 noVNC 辅助路由认证绕过漏洞
CVE-2026-43576,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,2026,"version < ""2026.4.5""",3,OpenClaw 2026.4.5 之前版本存在 SSRF 漏洞
CVE-2026-43577,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,2026,"version < ""2026.4.9""",3,OpenClaw 2026.4.9 之前版本存在任意文件读取漏洞
CVE-2026-43578,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,2026,"version < ""2026.4.10""",3,OpenClaw 心跳所有者降级检测遗漏本地后台异步执行完成事件导致权限提升漏洞（影响版本 2026.3.31 至 2026.4.10）
CVE-2026-43579,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,2026,"version < ""2026.4.10""",3,OpenClaw 2026.4.10 之前版本的 Nostr 插件 HTTP 配置接口存在访问控制不当漏洞
CVE-2026-43580,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,2026,"version < ""2026.4.10""",5,OpenClaw 2026.4.10 之前版本存在导航守卫不完整漏洞
CVE-2026-43581,OpenClaw,CRITICAL,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,2026,"version < ""2026.4.10""",3,OpenClaw 2026.4.10 以下版本 - CDP 中继绑定范围过宽（0.0.0.0）
CVE-2026-43582,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:C/C:H/I:N/A:N,2026,"version < ""2026.4.10""",3,OpenClaw 2026.4.10 之前版本存在服务端请求伪造漏洞
CVE-2026-43583,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:H/A:N,2026,"version >= ""2026.4.10"" && version < ""2026.4.14""",3,OpenClaw 2026.4.10 至 2026.4.14 之前版本在传递队列恢复期间未持久化会话上下文
CVE-2026-43584,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.10""",3,OpenClaw exec 环境策略中环境变量黑名单不充分漏洞（CVE-2026-43584）
CVE-2026-43585,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.15""",3,OpenClaw 2026.4.15 之前版本存在 Bearer Token 在 SecretRef 轮换后仍可复用的漏洞
CVE-2026-44109,OpenClaw,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.15""",3,OpenClaw 2026.4.15 之前版本存在认证绕过漏洞
CVE-2026-44110,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.15""",4,OpenClaw 2026.4.15 之前版本存在授权绕过漏洞
CVE-2026-44111,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,2026,"version < ""2026.4.15""",3,OpenClaw 2026.4.15 之前版本存在任意文件读取漏洞
CVE-2026-44112,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:H/A:N,2026,"version < ""2026.4.22""",3,OpenClaw 2026.4.22 之前的版本在 OpenShell 沙箱文件系统写操作中存在 TOCTOU 竞争条件漏洞。
CVE-2026-44113,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:N/A:N,2026,"version < ""2026.4.22""",3,OpenClaw 2026.4.22 之前版本存在 OpenShell 文件系统桥接器竞争条件漏洞
CVE-2026-44114,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.20""",3,OpenClaw 2026.4.20 之前版本存在环境变量命名空间冲突漏洞
CVE-2026-44115,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.22""",3,OpenClaw 2026.4.22 之前版本存在 exec 白名单绕过漏洞
CVE-2026-44116,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,2026,"version < ""2026.4.22""",3,OpenClaw 2026.4.22 之前版本的 Zalo 插件 sendPhoto 函数存在服务端请求伪造（SSRF）漏洞
CVE-2026-44117,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:L/I:N/A:N,2026,"version < ""2026.4.20""",3,OpenClaw 2026.4.20 之前版本存在服务端请求伪造漏洞
CVE-2026-44118,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.22""",3,OpenClaw 2026.4.22 之前版本存在回环 MCP 所有者上下文欺骗漏洞（通过 Bearer Token 请求头）
CVE-2026-44991,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:L/I:L/A:N,2026,"version < ""2026.4.21""",4,OpenClaw 2026.4.21 之前版本存在通过通配符渠道发送者绕过授权的漏洞
CVE-2026-44992,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:N/A:N,2026,"version >= ""2026.4.5"" && version < ""2026.4.20""",3,OpenClaw 2026.4.5 至 2026.4.20 之前版本存在环境变量注入漏洞，可通过工作区 dotenv 文件覆盖 MINIMAX_API_HOST，导致 MiniMax API 密钥泄露
CVE-2026-44993,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,2026,"version < ""2026.4.20""",3,OpenClaw 飞书卡片回调将私聊消息错误分类为群聊，绕过 dmPolicy 策略执行。
CVE-2026-44994,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,2026,"version < ""2026.4.22""",3,OpenClaw 2026.4.22 之前版本的 Control UI bootstrap 配置接口存在身份认证绕过漏洞
CVE-2026-44995,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.20""",4,OpenClaw 2026.4.20 之前版本存在 MCP stdio 环境变量注入漏洞，可导致任意代码执行
CVE-2026-44996,OpenClaw,LOW,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N,2026,"version < ""2026.4.15""",3,OpenClaw 2026.4.15 之前版本存在任意本地文件读取漏洞
CVE-2026-44997,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,2026,"version < ""2026.4.22""",3,OpenClaw 2026.4.22 之前版本 - ACP 子会话安全信封约束绕过漏洞
CVE-2026-44998,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,2026,"version < ""2026.4.20""",3,OpenClaw 2026.4.20 版本前 - 内置 MCP/LSP 工具绕过工具策略漏洞
CVE-2026-44999,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,2026,"version < ""2026.4.20""",3,OpenClaw 2026.4.20 之前版本存在不可信标签保留缺陷
CVE-2026-45000,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:N/I:L/A:N,2026,"version < ""2026.4.20""",2,OpenClaw 浏览器 CDP 配置创建中的服务端请求伪造漏洞
CVE-2026-45001,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:N,2026,"version < ""2026.4.20""",3,OpenClaw 2026.4.20 之前版本存在防护绕过漏洞，允许被提示词注入的模型通过网关配置接口篡改受保护的运营商设置
CVE-2026-45002,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,2026,"version < ""2026.4.20""",3,OpenClaw 2026.4.20 之前版本存在 Hook Session Key 绕过漏洞
CVE-2026-45003,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:H/I:N/A:N,2026,"version < ""2026.4.22""",3,OpenClaw 2026.4.22 之前版本存在连接器端点主机覆盖漏洞
CVE-2026-45004,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.23""",4,OpenClaw 2026.4.23 之前版本存在任意代码执行漏洞，攻击者可通过在当前工作目录放置恶意 setup-api.js 文件触发（CWE-427：不受控制的搜索路径元素）。
CVE-2026-45005,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:H/A:L,2026,"version < ""2026.4.23""",3,OpenClaw 2026.4.23 之前版本存在 Webhook 路由密钥缓存未失效漏洞
CVE-2026-45006,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.23""",3,OpenClaw 2026.4.23 之前版本存在网关工具配置接口访问控制不当漏洞（黑名单绕过）
CVE-2026-53806,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.5.12""",2,OpenClaw exec 重新验证中的 Shell 选项解析绕过漏洞
CVE-2026-53807,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.5.6""",2,Telegram 交互回调中因跳过 commands.allowFrom 导致的授权绕过漏洞
CVE-2026-53808,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,2026,"version < ""2026.5.6""",2,OpenClaw Skill Workshop 应用流程审批策略绕过漏洞
CVE-2026-53809,OpenClaw,LOW,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:C/C:N/I:L/A:N,2026,"version < ""2026.4.25""",2,OpenClaw 2026.4.25 之前版本存在嵌入式运行器策略绕过漏洞
CVE-2026-53810,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2026,"version < ""2026.5.18""",2,OpenClaw 2026.5.18 之前版本 - 通过未扫描的市场运行时扩展元数据实现任意代码执行
CVE-2026-53811,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.5.7""",2,OpenClaw Matrix allowFrom 功能中通过可变显示名称实现权限提升
CVE-2026-53812,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:N,2026,"version < ""2026.5.18""",2,OpenClaw 浏览器控制私有网络导航绕过导致 SSRF
CVE-2026-53813,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.4.25""",2,OpenClaw memory-core 制品加载中通过伪造包根路径解析实现的路径穿越漏洞
CVE-2026-53814,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,2026,"version < ""2026.5.20""",2,Hook 触发的 CLI 运行获取所有者 MCP 工具权限导致权限提升
CVE-2026-53815,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,2026,"version < ""2026.5.19""",2,OpenClaw 2026.5.19 之前版本存在授权绕过漏洞
CVE-2026-53816,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.5.18""",2,OpenClaw 节点事件处理中来源验证不足，允许伪造 exec 生命周期事件
CVE-2026-53817,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.5.22""",2,OpenClaw 2026.5.22 之前版本存在本地性验证漏洞
CVE-2026-53818,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:L,2026,"version < ""2026.4.24""",2,OpenClaw MCP 回环路径授权绕过漏洞，允许非所有者调用方跳过仅限所有者的工具策略
CVE-2026-53819,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,2026,"version < ""2026.5.27""",2,OpenClaw 2026.5.27 之前的版本存在任意代码执行漏洞
CVE-2026-53820,OpenClaw,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:H/A:L,2026,"version < ""2026.5.12""",2,OpenClaw 通过 bundle MCP 回环 session-spawn 绕过 exec 拒绝列表
CVE-2026-53821,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.5.18""",2,OpenClaw WebSocket 作用域提升漏洞允许未授权管理员 RPC 执行
CVE-2026-53822,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.5.18""",2,OpenClaw shell 包装器 argv 修改导致命令注入漏洞
CVE-2026-53823,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,2026,"version < ""2026.5.3""",2,allowFrom 功能中基于可变 Slack 显示名的权限提升漏洞
CVE-2026-53824,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,2026,"version < ""2026.4.24""",2,OpenClaw 监控刷新延迟导致令牌撤销绕过漏洞
CVE-2026-53825,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,2026,"version < ""2026.4.7""",2,OpenClaw memory-wiki 导入功能存在任意文件读取漏洞（operator.write 权限）
CVE-2026-53826,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,2026,"version < ""2026.4.26""",2,OpenClaw 沙箱会话派生导致信息泄露
CVE-2026-53827,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,2026,"version < ""2026.5.2""",2,OpenClaw message.action 转发中模型控制的回环 URL 导致凭据暴露
CVE-2026-53828,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,2026,"version < ""2026.5.6""",2,OpenClaw 原生命令处理授权绕过漏洞
CVE-2026-53829,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H,2026,"version < ""2026.5.18""",2,OpenClaw exec 审批显示截断漏洞允许隐藏恶意命令后缀
CVE-2026-53830,OpenClaw,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,2026,"version < ""2026.4.22""",2,OpenClaw webhook 密钥撤销绕过漏洞（secrets.reload）
CVE-2026-53831,OpenClaw,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:L,2026,"version < ""2026.5.18""",2,POSIX 节点 system.run safe-bin 白名单通过 Shell 展开绕过策略执行
CVE-2026-53832,OpenClaw,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,2026,"version < ""2026.5.18""",2,OpenClaw 2026.5.18 之前版本存在身份头部验证绕过漏洞
